Asset ID,Financials,Brand,Mar-14,Jun-14,Sep-14,Dec-14,Mar-15,Jun-15,Sep-15,Dec-15,Mar-16,Jun-16,Sep-16,Dec-16,Mar-17,Jun-17,Sep-17,Dec-17,Mar-18,Jun-18,Sep-18,Dec-18
8815,Total Other Income,Adidas,232250,210942,200289,232250,217334,247165,221596,219465,238642,200289,196027,236511,219465,249295,204550,251426,204550,230119,191766,227988
8815,Income Before Tax,Adidas,1263533,1410999,767702,656999,439439,1429745,226711,1189034,971274,735778,882002,247739,980289,1213762,1042420,821271,749084,942628,705287,632714
8815,Provisions for Income Tax,Adidas,299280,226346,256526,264071,301795,259041,236406,259041,301795,291735,271616,241436,264071,299280,301795,259041,286705,296765,226346,271616
8815,Net Income,Adidas,964253,1184653,511176,392928,137644,1170704,-9695,929993,669479,444043,610386,6303,716218,914482,740625,562230,462379,645863,478941,361098
8926,Net Sales,Reebok,88638,83467,66478,67956,76820,70910,82729,74604,71649,76081,84945,86422,69433,67956,68694,86422,84206,75342,76081,81252
8926,Cost of Sales,Reebok,106832,89027,91838,94650,96524,102147,85278,112455,89964,105895,91838,90901,95587,105895,104958,92775,107769,87153,91838,86216
8926,Gross Profit,Reebok,-18194,-5560,-25360,-26694,-19704,-31237,-2549,-37851,-18315,-29814,-6893,-4479,-26154,-37939,-36264,-6353,-23563,-11811,-15757,-4964
8926,Total Operating Expenses,Reebok,7140,6694,7076,6694,7140,6821,6821,7140,6502,7076,6694,7331,6885,6120,6630,6885,6184,7331,6630,6694
8926,Operating Income,Reebok,-25334,-12254,-32436,-33388,-26844,-38058,-9370,-44991,-24817,-36890,-13587,-11810,-33039,-44059,-42894,-13238,-29747,-19142,-22387,-11658
8926,Total Other Income,Reebok,8230,8863,7122,7755,8467,7280,8547,7201,7439,7914,8863,8151,7280,9338,7360,7280,7122,7993,7914,7914
8926,Income Before Tax,Reebok,-17104,-3391,-25314,-25633,-18377,-30778,-823,-37790,-17378,-28976,-4724,-3659,-25759,-34721,-35534,-5958,-22625,-11149,-14473,-3744
8926,Provisions for Income Tax,Reebok,9469,9121,10251,9034,9208,10424,8340,9990,8166,7905,9816,7905,9469,10077,9121,8340,8513,8774,9469,9643
8926,Net Income,Reebok,-26573,-12512,-35565,-34667,-27585,-41202,-9163,-47780,-25544,-36881,-14540,-11564,-35228,-44798,-44655,-14298,-31138,-19923,-23942,-13387
11928,Net Sales,Adidas,10388878,9452943,10950439,9827317,10856846,9078569,9265756,8610602,10201691,9546537,10856846,10576065,10576065,8423415,11044033,10669659,10576065,9733724,9546537,10576065
11928,Cost of Sales,Adidas,3939049,4545056,4545056,4588342,4501770,4631629,5064491,4977919,4545056,4155480,4025621,4674915,3982335,4848060,3895762,4977919,4415198,4545056,5064491,4674915
11928,Gross Profit,Adidas,6449829,4907887,6405383,5238975,6355076,4446940,4201265,3632683,5656635,5391057,6831225,5901150,6593730,3575355,7148271,5691740,6160867,5188668,4482046,5901150
11928,Total Operating Expenses,Adidas,366520,323978,297798,346885,294525,297798,376338,366520,346885,314160,337068,366520,333795,320705,366520,356702,310888,317432,330522,301070
11928,Operating Income,Adidas,6083309,4583909,6107585,4892090,6060551,4149142,3824927,3266163,5309750,5076897,6494157,5534630,6259935,3254650,6781751,5335038,5849979,4871236,4151524,5600080
11928,Total Other Income,Adidas,353858,305878,338864,320872,323870,332867,317873,350860,359856,290884,272891,317873,317873,305878,359856,350860,284886,323870,359856,320872
11928,Income Before Tax,Adidas,6437167,4889787,6446449,5212962,6384421,4482009,4142800,3617023,5669606,5367781,6767048,5852503,6577808,3560528,7141607,5685898,6134865,5195106,4511380,5920952
11928,Provisions for Income Tax,Adidas,521416,476851,503590,534786,512503,418916,423372,476851,467938,521416,410003,463481,441198,530329,481307,525873,525873,414459,508047,463481
11928,Net Income,Adidas,5915751,4412936,5942859,4678176,5871918,4063093,3719428,3140172,5201668,4846365,6357045,5389022,6136610,3030199,6660300,5160025,5608992,4780647,4003333,5457471
11974,Net Sales,Reebok,43329,49335,44616,40326,42042,42471,47619,48477,42900,42900,45045,44616,50193,49764,51480,42042,47619,45045,43758,49335
11974,Cost of Sales,Reebok,26481,30303,24843,28119,31122,27300,25389,25662,27573,26481,27027,24570,29211,31668,30849,32487,29211,32214,30849,30303
11974,Gross Profit,Reebok,16848,19032,19773,12207,10920,15171,22230,22815,15327,16419,18018,20046,20982,18096,20631,9555,18408,12831,12909,19032
11974,Total Operating Expenses,Reebok,7615,8369,7992,8445,8897,8671,7691,8596,7163,8671,6861,7389,7992,7540,7465,8822,7766,6937,7012,7088
11974,Operating Income,Reebok,9233,10663,11781,3762,2023,6500,14539,14219,8164,7748,11157,12657,12990,10556,13166,733,10642,5894,5897,11944
11974,Total Other Income,Reebok,3893,4395,3851,4521,4898,4981,4605,3851,4646,4646,4186,4772,5023,4102,4312,3851,3809,3977,4688,3935
11974,Income Before Tax,Reebok,13126,15058,15632,8283,6921,11481,19144,18070,12810,12394,15343,17429,18013,14658,17478,4584,14451,9871,10585,15879
11974,Provisions for Income Tax,Reebok,3403,3125,3651,3342,3249,3527,3682,3465,3156,3032,2970,3311,3372,2970,3001,3620,3620,3032,2846,3156
11974,Net Income,Reebok,9723,11933,11981,4941,3672,7954,15462,14605,9654,9362,12373,14118,14641,11688,14477,964,10831,6839,7739,12723
12094,Net Sales,Reebok,148579,148579,135313,152559,147253,122047,124700,144599,131333,144599,135313,147253,135313,155212,128680,136640,132660,159192,136640,131333
12094,Cost of Sales,Reebok,68182,75674,71179,89161,87662,76424,86164,72677,73426,71179,68931,82418,89161,77173,69680,72677,80919,84665,77173,78671
12094,Gross Profit,Reebok,80397,72905,64134,63398,59591,45623,38536,71922,57907,73420,66382,64835,46152,78039,59000,63963,51741,74527,59467,52662
12094,Total Operating Expenses,Reebok,8381,9166,7944,9778,9166,8468,9690,9428,8119,10214,9865,9603,10301,8206,8905,9428,9428,8555,10127,7857
12094,Operating Income,Reebok,72016,63739,56190,53620,50425,37155,28846,62494,49788,63206,56517,55232,35851,69833,50095,54535,42313,65972,49340,44805
12094,Total Other Income,Reebok,7675,8418,8088,8418,8913,9408,7510,9243,7428,8336,9078,9243,9573,8336,8170,7428,8583,8418,8005,8583
12094,Income Before Tax,Reebok,79691,72157,64278,62038,59338,46563,36356,71737,57216,71542,65595,64475,45424,78169,58265,61963,50896,74390,57345,53388
12094,Provisions for Income Tax,Reebok,5544,6265,5877,6376,5544,6043,5100,5710,6154,5100,6209,5766,5378,5267,5156,5599,5766,6265,5100,5544
12094,Net Income,Reebok,74147,65892,58401,55662,53794,40520,31256,66027,51062,66442,59386,58709,40046,72902,53109,56364,45130,68125,52245,47844
12384,Net Sales,Adidas,503580,535920,545160,457380,438900,485100,425040,480480,462000,526680,540540,522060,452760,448140,531300,434280,535920,494340,485100,535920
12384,Cost of Sales,Adidas,748650,585900,774690,611940,696570,618450,585900,631470,618450,774690,637980,657510,657510,748650,768180,592410,768180,592410,624960,781200
12384,Gross Profit,Adidas,-245070,-49980,-229530,-154560,-257670,-133350,-160860,-150990,-156450,-248010,-97440,-135450,-204750,-300510,-236880,-158130,-232260,-98070,-139860,-245280
12384,Total Operating Expenses,Adidas,44702,50344,48174,47740,49476,40796,40362,42098,48608,42966,49476,51212,42098,48174,52080,39494,42098,50778,45570,49476
12384,Operating Income,Adidas,-289772,-100324,-277704,-202300,-307146,-174146,-201222,-193088,-205058,-290976,-146916,-186662,-246848,-348684,-288960,-197624,-274358,-148848,-185430,-294756
12384,Total Other Income,Adidas,37583,35354,30576,28984,37264,37902,35990,37264,28665,28665,37264,33442,34398,35354,34716,35990,31213,29302,33761,35035
12384,Income Before Tax,Adidas,-252189,-64970,-247128,-173316,-269882,-136244,-165232,-155824,-176393,-262311,-109652,-153220,-212450,-313330,-254244,-161634,-243145,-119546,-151669,-259721
12384,Provisions for Income Tax,Adidas,63024,66493,56085,69384,67649,65337,69384,61867,64180,68228,61289,59555,54929,60133,55507,64758,57242,67071,67649,54351
12384,Net Income,Adidas,-315213,-131463,-303213,-242700,-337531,-201581,-234616,-217691,-240573,-330539,-170941,-212775,-267379,-373463,-309751,-226392,-300387,-186617,-219318,-314072
12682,Net Sales,Adidas,135187,132707,141388,119064,125265,121544,138908,114103,138908,147590,137668,125265,114103,122785,140148,136428,125265,125265,141388,120304
12682,Cost of Sales,Adidas,108086,105811,119464,128566,131979,118326,109224,131979,117188,119464,134254,119464,111500,125153,129703,133117,135392,134254,120602,134254
12682,Gross Profit,Adidas,27101,26896,21924,-9502,-6714,3218,29684,-17876,21720,28126,3414,5801,2603,-2368,10445,3311,-10127,-8989,20786,-13950
12682,Total Operating Expenses,Adidas,12386,11334,11451,10984,13788,11101,11101,13087,13087,12269,13555,10516,13438,10633,12386,11802,12386,11218,13204,11919
12682,Operating Income,Adidas,14715,15562,10473,-20486,-20502,-7883,18583,-30963,8633,15857,-10141,-4715,-10835,-13001,-1941,-8491,-22513,-20207,7582,-25869
12682,Total Other Income,Adidas,6733,6879,6806,7465,7977,7172,6587,6879,8270,8489,8563,6953,8563,7904,8270,7977,8563,7684,8343,7758
12682,Income Before Tax,Adidas,21448,22441,17279,-13021,-12525,-711,25170,-24084,16903,24346,-1578,2238,-2272,-5097,6329,-514,-13950,-12523,15925,-18111
12682,Provisions for Income Tax,Adidas,13380,12777,13018,11692,12536,12054,13259,11331,14344,13259,13139,13259,10969,11331,14465,12657,14224,13742,10849,13742
12682,Net Income,Adidas,8068,9664,4261,-24713,-25061,-12765,11911,-35415,2559,11087,-14717,-11021,-13241,-16428,-8136,-13171,-28174,-26265,5076,-31853
12980,Net Sales,Adidas,54529,49183,53460,61479,63083,49183,50252,50787,58806,48114,56668,53460,53995,52925,55598,63617,59875,57737,60410,60944
12980,Cost of Sales,Adidas,60277,67892,67892,69160,57105,62181,69795,59008,59643,60277,67892,63450,71698,74236,59643,72967,60912,59008,74236,68526
12980,Gross Profit,Adidas,-5748,-18709,-14432,-7681,5978,-12998,-19543,-8221,-837,-12163,-11224,-9990,-17703,-21311,-4045,-9350,-1037,-1271,-13826,-7582
12980,Total Operating Expenses,Adidas,5641,4835,4550,4977,4693,4645,4313,4977,4408,4835,4313,5451,4361,5451,5024,5404,5214,5498,5498,4693
12980,Operating Income,Adidas,-11389,-23544,-18982,-12658,1285,-17643,-23856,-13198,-5245,-16998,-15537,-15441,-22064,-26762,-9069,-14754,-6251,-6769,-19324,-12275
12980,Total Other Income,Adidas,6226,6854,5426,5426,6455,6055,5312,5598,6569,5141,5541,6797,5655,5426,5312,5198,6740,5369,6797,5198
12980,Income Before Tax,Adidas,-5163,-16690,-13556,-7232,7740,-11588,-18544,-7600,1324,-11857,-9996,-8644,-16409,-21336,-3757,-9556,489,-1400,-12527,-7077
12980,Provisions for Income Tax,Adidas,4648,4062,3633,3984,3554,4531,4375,3867,3672,3828,3828,4414,4492,3789,3828,3554,4218,4687,4570,4453
12980,Net Income,Adidas,-9811,-20752,-17189,-11216,4186,-16119,-22919,-11467,-2348,-15685,-13824,-13058,-20901,-25125,-7585,-13110,-3729,-6087,-17097,-11530
13017,Net Sales,Adidas,119542,158062,130168,152749,127512,123527,150092,146108,130168,128840,126184,140794,130168,134153,152749,127512,159390,123527,123527,119542
13017,Cost of Sales,Adidas,90720,75600,77868,72576,71820,74844,86184,86184,89208,68040,68040,70308,89208,77868,82404,71820,77112,83160,74844,74088
13017,Gross Profit,Adidas,28822,82462,52300,80173,55692,48683,63908,59924,40960,60800,58144,70486,40960,56285,70345,55692,82278,40367,48683,45454
13017,Total Operating Expenses,Adidas,11746,12340,11984,12933,12814,11272,11509,10916,10797,14001,13882,13289,13526,13645,14238,13051,12696,14238,11390,12814
13017,Operating Income,Adidas,17076,70122,40316,67240,42878,37411,52399,49008,30163,46799,44262,57197,27434,42640,56107,42641,69582,26129,37293,32640
13017,Total Other Income,Adidas,5332,5241,4375,4876,4876,4511,4694,5058,4511,5241,5149,5104,4147,4420,4147,4876,4876,4739,4603,4648
13017,Income Before Tax,Adidas,22408,75363,44691,72116,47754,41922,57093,54066,34674,52040,49411,62301,31581,47060,60254,47517,74458,30868,41896,37288
13017,Provisions for Income Tax,Adidas,8498,10487,9854,10125,10758,9945,10668,9131,8860,10577,8860,8408,10125,8588,8860,10668,8950,8679,10849,9673
13017,Net Income,Adidas,13910,64876,34837,61991,36996,31977,46425,44935,25814,41463,40551,53893,21456,38472,51394,36849,65508,22189,31047,27615
13027,Net Sales,Adidas,1767920,1608807,1750241,1838637,1803278,1856316,2015429,1927033,1838637,1679524,1803278,1873995,2015429,2015429,1891674,1608807,1679524,1661845,1679524,1591128
13027,Cost of Sales,Adidas,2117682,2463426,2225727,1944810,2333772,1944810,2139291,2593080,2312163,2376990,2225727,2571471,2268945,2074464,1988028,2290554,1988028,1944810,2463426,2031246
13027,Gross Profit,Adidas,-349762,-854619,-475486,-106173,-530494,-88494,-123862,-666047,-473526,-697466,-422449,-697476,-253516,-59035,-96354,-681747,-308504,-282965,-783902,-440118
13027,Total Operating Expenses,Adidas,272636,231868,257348,262444,298116,236964,293020,285376,305760,236964,287924,254800,295568,298116,231868,282828,287924,244608,262444,264992
13027,Operating Income,Adidas,-622398,-1086487,-732834,-368617,-828610,-325458,-416882,-951423,-779286,-934430,-710373,-952276,-549084,-357151,-328222,-964575,-596428,-527573,-1046346,-705110
13027,Total Other Income,Adidas,187690,169579,162994,194275,187690,148176,189336,164640,187690,167933,156408,182750,169579,192629,195922,166286,186043,174518,151469,156408
13027,Income Before Tax,Adidas,-434708,-916908,-569840,-174342,-640920,-177282,-227546,-786783,-591596,-766497,-553965,-769526,-379505,-164522,-132300,-798289,-410385,-353055,-894877,-548702
13027,Provisions for Income Tax,Adidas,137639,111077,120736,112284,114699,108662,143676,117114,111077,140054,117114,132810,140054,142468,140054,127980,126773,125565,141261,144883
13027,Net Income,Adidas,-572347,-1027985,-690576,-286626,-755619,-285944,-371222,-903897,-702673,-906551,-671079,-902336,-519559,-306990,-272354,-926269,-537158,-478620,-1036138,-693585
13429,Net Sales,Reebok,73016,88889,73016,92063,86508,88095,75397,72222,85714,85714,87302,80952,86508,83333,76190,72222,76984,84921,94444,94444
13429,Cost of Sales,Reebok,74919,73593,62322,64974,61659,76245,62985,78897,72930,70941,64311,74256,62985,69615,63648,72930,78897,62985,59670,76908
13429,Gross Profit,Reebok,-1903,15296,10694,27089,24849,11850,12412,-6675,12784,14773,22991,6696,23523,13718,12542,-708,-1913,21936,34774,17536
13429,Total Operating Expenses,Reebok,11159,9043,9812,11159,9620,11352,11159,11063,9331,10005,10005,8754,11063,10774,9524,10197,9428,11159,9620,9235
13429,Operating Income,Reebok,-13062,6253,882,15930,15229,498,1253,-17738,3453,4768,12986,-2058,12460,2944,3018,-10905,-11341,10777,25154,8301
13429,Total Other Income,Reebok,5252,4369,5208,4678,4722,4722,4546,4369,5120,4237,3972,4458,4325,4546,4855,4811,5076,5031,4414,4149
13429,Income Before Tax,Reebok,-7810,10622,6090,20608,19951,5220,5799,-13369,8573,9005,16958,2400,16785,7490,7873,-6094,-6265,15808,29568,12450
13429,Provisions for Income Tax,Reebok,6559,7302,5940,6188,5631,6497,6683,6559,5755,6497,7240,6931,5940,7364,7054,6250,6002,6931,6436,6559
13429,Net Income,Reebok,-14369,3320,150,14420,14320,-1277,-884,-19928,2818,2508,9718,-4531,10845,126,819,-12344,-12267,8877,23132,5891
13438,Net Sales,Adidas,993082,993082,936870,918133,964976,918133,1039926,955607,861920,899395,880658,964976,1077400,1058663,1049294,1114875,993082,964976,927501,974345
13438,Cost of Sales,Adidas,505008,510268,599697,631260,583916,505008,620739,536571,589176,510268,541832,489226,594436,515529,589176,594436,594436,552352,499748,631260
13438,Gross Profit,Adidas,488074,482814,337173,286873,381060,413125,419187,419036,272744,389127,338826,475750,482964,543134,460118,520439,398646,412624,427753,343085
13438,Total Operating Expenses,Adidas,49123,44698,44255,50008,42927,45140,42042,50008,51778,50451,52221,47353,43812,52221,47353,43812,53106,43812,44698,44255
13438,Operating Income,Adidas,438951,438116,292918,236865,338133,367985,377145,369028,220966,338676,286605,428397,439152,490913,412765,476627,345540,368812,383055,298830
13438,Total Other Income,Adidas,81865,100154,97541,82736,101896,87961,99283,78381,100154,81865,84478,94929,90574,104509,90574,90574,101896,80994,80123,83607
13438,Income Before Tax,Adidas,520816,538270,390459,319601,440029,455946,476428,447409,321120,420541,371083,523326,529726,595422,503339,567201,447436,449806,463178,382437
13438,Provisions for Income Tax,Adidas,80544,79784,81304,85103,84343,78265,82064,69146,82064,74465,68386,76745,91182,80544,71426,72186,75985,88143,82824,82064
13438,Net Income,Adidas,440272,458486,309155,234498,355686,377681,394364,378263,239056,346076,302697,446581,438544,514878,431913,495015,371451,361663,380354,300373
13514,Net Sales,Adidas,451217,438075,508167,403029,446837,407410,394268,512548,512548,446837,521309,459979,495025,442456,525690,438075,420552,525690,398648,420552
13514,Cost of Sales,Adidas,142175,109917,129033,108722,130228,119475,143370,107528,120670,131423,136202,113501,132617,142175,117086,142175,135007,107528,121865,126644
13514,Gross Profit,Adidas,309042,328158,379134,294307,316609,287935,250898,405020,391878,315414,385107,346478,362408,300281,408604,295900,285545,418162,276783,293908
13514,Total Operating Expenses,Adidas,42480,40710,38232,38232,42480,33276,38940,36462,32568,31860,31860,31860,39648,32568,35046,34692,35754,36108,38232,39294
13514,Operating Income,Adidas,266562,287448,340902,256075,274129,254659,211958,368558,359310,283554,353247,314618,322760,267713,373558,261208,249791,382054,238551,254614
13514,Total Other Income,Adidas,11275,11168,10953,10308,12349,9664,12349,9986,11168,12134,11597,12456,12456,11490,12456,12778,9664,10201,10738,11382
13514,Income Before Tax,Adidas,277837,298616,351855,266383,286478,264323,224307,378544,370478,295688,364844,327074,335216,279203,386014,273986,259455,392255,249289,265996
13514,Provisions for Income Tax,Adidas,14472,15376,14170,14170,16883,17185,17034,15677,13567,16582,17336,13567,14321,14019,18089,16733,16130,15979,17637,14472
13514,Net Income,Adidas,263365,283240,337685,252213,269595,247138,207273,362867,356911,279106,347508,313507,320895,265184,367925,257253,243325,376276,231652,251524
13548,Net Sales,Reebok,26057,26289,22334,23963,23730,26289,23265,27918,25126,22334,26987,24894,27685,27918,26057,27453,26987,22334,27685,27918
13548,Cost of Sales,Reebok,11246,13230,11025,12458,11907,11907,12017,10474,13120,12017,12679,13010,10474,11907,13010,13120,12348,10474,10915,10364
13548,Gross Profit,Reebok,14811,13059,11309,11505,11823,14382,11248,17444,12006,10317,14308,11884,17211,16011,13047,14333,14639,11860,16770,17554
13548,Total Operating Expenses,Reebok,1539,1624,1744,1966,1607,1659,1659,2052,1676,1642,2052,1573,1676,2018,1949,1881,1539,1847,1813,1949
13548,Operating Income,Reebok,13272,11435,9565,9539,10216,12723,9589,15392,10330,8675,12256,10311,15535,13993,11098,12452,13100,10013,14957,15605
13548,Total Other Income,Reebok,982,955,803,991,1017,1062,901,1000,857,1009,910,892,848,839,910,803,955,1017,821,884
13548,Income Before Tax,Reebok,14254,12390,10368,10530,11233,13785,10490,16392,11187,9684,13166,11203,16383,14832,12008,13255,14055,11030,15778,16489
13548,Provisions for Income Tax,Reebok,1294,1371,1230,1358,1409,1448,1524,1230,1268,1345,1319,1435,1179,1268,1319,1345,1512,1230,1255,1345
13548,Net Income,Reebok,12960,11019,9138,9172,9824,12337,8966,15162,9919,8339,11847,9768,15204,13564,10689,11910,12543,9800,14523,15144
13599,Net Sales,Reebok,138739,136367,139924,128066,130438,107908,110279,112651,133995,118580,137553,110279,128066,110279,132810,125695,137553,135181,125695,124509
13599,Cost of Sales,Reebok,81106,64598,83259,72493,66751,73928,69622,82541,83977,83259,65315,67468,86130,71775,71057,71057,79670,78952,71775,65315
13599,Gross Profit,Reebok,57633,71769,56665,55573,63687,33980,40657,30110,50018,35321,72238,42811,41936,38504,61753,54638,57883,56229,53920,59194
13599,Total Operating Expenses,Reebok,7436,7937,8366,7794,7007,6435,6578,7293,8079,8508,8366,7722,7222,7937,8366,7436,7078,8079,7722,7293
13599,Operating Income,Reebok,50197,63832,48299,47779,56680,27545,34079,22817,41939,26813,63872,35089,34714,30567,53387,47202,50805,48150,46198,51901
13599,Total Other Income,Reebok,11199,12308,12308,12529,12862,12086,12419,13195,12973,11642,11642,10312,10644,11532,12529,10534,11864,12862,10090,9979
13599,Income Before Tax,Reebok,61396,76140,60607,60308,69542,39631,46498,36012,54912,38455,75514,45401,45358,42099,65916,57736,62669,61012,56288,61880
13599,Provisions for Income Tax,Reebok,4614,4571,5088,4312,4528,4528,4571,4571,5002,4096,3881,5088,4053,5002,4053,4355,4441,3881,4355,4528
13599,Net Income,Reebok,56782,71569,55519,55996,65014,35103,41927,31441,49910,34359,71633,40313,41305,37097,61863,53381,58228,57131,51933,57352
13670,Net Sales,Adidas,19853,20909,21331,22598,21120,20064,20486,23443,24710,20698,23232,23654,24922,23021,19430,20275,19008,24710,19642,25344
13670,Cost of Sales,Adidas,16779,13677,13677,16920,14241,14805,13959,16638,13677,15087,15651,12690,15933,14382,14664,13818,14523,14805,12690,13395
13670,Gross Profit,Adidas,3074,7232,7654,5678,6879,5259,6527,6805,11033,5611,7581,10964,8989,8639,4766,6457,4485,9905,6952,11949
13670,Total Operating Expenses,Adidas,1193,1204,1061,1112,1163,1091,1183,1132,1020,1112,1183,928,1132,1224,1193,1040,1040,1224,1112,1193
13670,Operating Income,Adidas,1881,6028,6593,4566,5716,4168,5344,5673,10013,4499,6398,10036,7857,7415,3573,5417,3445,8681,5840,10756
13670,Total Other Income,Adidas,1896,1625,1698,1878,2113,1788,1950,2023,1734,1896,1824,2077,1914,1680,1806,2131,1770,1643,1716,1950
13670,Income Before Tax,Adidas,3777,7653,8291,6444,7829,5956,7294,7696,11747,6395,8222,12113,9771,9095,5379,7548,5215,10324,7556,12706
13670,Provisions for Income Tax,Adidas,1582,1666,1666,1470,1624,1624,1456,1372,1540,1358,1554,1288,1582,1512,1260,1470,1610,1666,1498,1568
13670,Net Income,Adidas,2195,5987,6625,4974,6205,4332,5838,6324,10207,5037,6668,10825,8189,7583,4119,6078,3605,8658,6058,11138
